id,source,created_at,collected_at,toxicity_score,category,annotator_id,gender,year_of_birth,education_level,annotator_type,age,background
c37e74b443164dc4a425d32e1e76a8d3,Twitter,2022-03-27T03:17:57+00:00,2022-03-27T00:52:43.398462,0.8004,,,,,,,,
c37e74b443164dc4a425d32e1e76a8d3,,,,,,126.0,Male,1997.0,High school,Contract worker,,
c37e74b443164dc4a425d32e1e76a8d3,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
c37e74b443164dc4a425d32e1e76a8d3,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
ce64da1ac8ee4e4fa494d39bcfe4415c,Twitter,2022-03-27T04:35:34+00:00,2022-03-27T00:52:43.398462,0.8605,,,,,,,,
ce64da1ac8ee4e4fa494d39bcfe4415c,,,,,,126.0,Male,1997.0,High school,Contract worker,,
ce64da1ac8ee4e4fa494d39bcfe4415c,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
ce64da1ac8ee4e4fa494d39bcfe4415c,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
3fc3e021eac8441ab2370b8968d8d2b8,NCCVG,2019-09-07T15:14:00,2022-01-16T18:44:29.594781,0.8993,,,,,,,,
3fc3e021eac8441ab2370b8968d8d2b8,,,,,,126.0,Male,1997.0,High school,Contract worker,,
3fc3e021eac8441ab2370b8968d8d2b8,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
3fc3e021eac8441ab2370b8968d8d2b8,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
983fd3c8de3d41519b96d4444e875a20,YouTube,2022-03-26T16:55:46,2022-04-08T08:03:44.134767,0.8004,,,,,,,,
983fd3c8de3d41519b96d4444e875a20,,,,,,126.0,Male,1997.0,High school,Contract worker,,
983fd3c8de3d41519b96d4444e875a20,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
983fd3c8de3d41519b96d4444e875a20,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
b368e495fb564c94878f9d577f478f9b,Twitter,2022-03-27T00:44:19+00:00,2022-03-27T00:52:43.398462,0.9821,,,,,,,,
b368e495fb564c94878f9d577f478f9b,,,,,,126.0,Male,1997.0,High school,Contract worker,,
b368e495fb564c94878f9d577f478f9b,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
b368e495fb564c94878f9d577f478f9b,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
191bd5502f744486b93383686c69718c,YouTube,2020-09-23T19:06:49,2022-04-08T08:03:44.134767,0.8224,,,,,,,,
191bd5502f744486b93383686c69718c,,,,,,126.0,Male,1997.0,High school,Contract worker,,
191bd5502f744486b93383686c69718c,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
191bd5502f744486b93383686c69718c,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
ecc9e503f61a4d408c086bd6682240c3,YouTube,2018-09-07T13:14:22,2022-04-08T08:03:44.134767,0.969,,,,,,,,
ecc9e503f61a4d408c086bd6682240c3,,,,,,126.0,Male,1997.0,High school,Contract worker,,
ecc9e503f61a4d408c086bd6682240c3,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
ecc9e503f61a4d408c086bd6682240c3,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
81256d9956d5483099ac7ffb97f278c7,YouTube,2022-03-24T12:32:59,2022-04-08T08:03:44.134767,0.7124,,,,,,,,
81256d9956d5483099ac7ffb97f278c7,,,,,,126.0,Male,1997.0,High school,Contract worker,,
81256d9956d5483099ac7ffb97f278c7,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
81256d9956d5483099ac7ffb97f278c7,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
5725734632784fd4bf9da7e4b59c6cb0,YouTube,2020-05-04T11:52:57,2022-04-08T08:03:44.134767,0.8224,,,,,,,,
5725734632784fd4bf9da7e4b59c6cb0,,,,,,126.0,Male,1997.0,High school,Contract worker,,
5725734632784fd4bf9da7e4b59c6cb0,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
5725734632784fd4bf9da7e4b59c6cb0,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
76e9018ed2c04b49aaa28a5f305db866,Twitter,2022-03-27T04:57:13+00:00,2022-03-27T00:52:43.398462,0.7362,,,,,,,,
76e9018ed2c04b49aaa28a5f305db866,,,,,,126.0,Male,1997.0,High school,Contract worker,,
76e9018ed2c04b49aaa28a5f305db866,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
76e9018ed2c04b49aaa28a5f305db866,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
d888ebff961f4f6fa3fd3454a230caae,YouTube,2022-03-24T16:02:41,2022-04-08T08:03:44.134767,0.8004,,,,,,,,
d888ebff961f4f6fa3fd3454a230caae,,,,,,126.0,Male,1997.0,High school,Contract worker,,
d888ebff961f4f6fa3fd3454a230caae,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
d888ebff961f4f6fa3fd3454a230caae,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
69d91a7c1ec64297a3392cd09cc6478a,YouTube,2022-03-24T16:49:02,2022-04-08T08:03:44.134767,0.8684,,,,,,,,
69d91a7c1ec64297a3392cd09cc6478a,,,,,,126.0,Male,1997.0,High school,Contract worker,,
69d91a7c1ec64297a3392cd09cc6478a,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
69d91a7c1ec64297a3392cd09cc6478a,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
c3304ff3fb7f41cd95801cb52b7a2911,YouTube,2011-10-02T15:04:43,2022-04-08T08:03:44.134767,0.8956,,,,,,,,
c3304ff3fb7f41cd95801cb52b7a2911,,,,,,126.0,Male,1997.0,High school,Contract worker,,
c3304ff3fb7f41cd95801cb52b7a2911,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
c3304ff3fb7f41cd95801cb52b7a2911,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
3488756d38df45bf8e4b98e4769aa0c2,ToLD-BR,2020-10-05T14:08:00,2022-02-13T09:53:59.926999,0.8595,,,,,,,,
3488756d38df45bf8e4b98e4769aa0c2,,,,,,126.0,Male,1997.0,High school,Contract worker,,
3488756d38df45bf8e4b98e4769aa0c2,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
3488756d38df45bf8e4b98e4769aa0c2,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
609c74de73c74be1ab9bb06e87ca0b2a,Twitter,2022-03-27T05:01:57+00:00,2022-03-27T00:52:43.398462,0.8605,,,,,,,,
609c74de73c74be1ab9bb06e87ca0b2a,,,,,,126.0,Male,1997.0,High school,Contract worker,,
609c74de73c74be1ab9bb06e87ca0b2a,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
609c74de73c74be1ab9bb06e87ca0b2a,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
262ba21126984a5e86f275490b4d22e8,ToLD-BR,2020-10-05T14:08:00,2022-02-13T10:08:41.478831,0.8672,,,,,,,,
262ba21126984a5e86f275490b4d22e8,,,,,,126.0,Male,1997.0,High school,Contract worker,,
262ba21126984a5e86f275490b4d22e8,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
262ba21126984a5e86f275490b4d22e8,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
c0abce36c2f44439b93f336711ff4a77,Twitter,2022-03-27T03:32:35+00:00,2022-03-27T00:52:43.398462,0.8605,,,,,,,,
c0abce36c2f44439b93f336711ff4a77,,,,,,126.0,Male,1997.0,High school,Contract worker,,
c0abce36c2f44439b93f336711ff4a77,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
c0abce36c2f44439b93f336711ff4a77,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
604d5c2634784c0086dc7bf1288075ce,YouTube,2020-05-03T21:56:29,2022-04-08T08:03:44.134767,0.8605,,,,,,,,
604d5c2634784c0086dc7bf1288075ce,,,,,,126.0,Male,1997.0,High school,Contract worker,,
604d5c2634784c0086dc7bf1288075ce,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
604d5c2634784c0086dc7bf1288075ce,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
b842e83136a449edb683dfe0a8f942bd,Twitter,2022-03-27T03:46:21+00:00,2022-03-27T00:52:43.398462,0.8004,,,,,,,,
b842e83136a449edb683dfe0a8f942bd,,,,,,126.0,Male,1997.0,High school,Contract worker,,
b842e83136a449edb683dfe0a8f942bd,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
b842e83136a449edb683dfe0a8f942bd,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
9fc0d88a4f8d4864961aa0285e228850,Twitter,2022-03-26T05:17:44+00:00,2022-03-27T00:52:43.398462,0.8295,,,,,,,,
9fc0d88a4f8d4864961aa0285e228850,,,,,,126.0,Male,1997.0,High school,Contract worker,,
9fc0d88a4f8d4864961aa0285e228850,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
9fc0d88a4f8d4864961aa0285e228850,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
859002fcb134473fbd20d5305cec41f1,YouTube,2020-05-04T00:24:34,2022-04-08T08:03:44.134767,0.8136,,,,,,,,
859002fcb134473fbd20d5305cec41f1,,,,,,126.0,Male,1997.0,High school,Contract worker,,
859002fcb134473fbd20d5305cec41f1,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
859002fcb134473fbd20d5305cec41f1,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
59b41636b55f47f78ac1c0ab092e76a0,Twitter,2022-03-26T18:24:52+00:00,2022-03-27T00:52:43.398462,0.9532,,,,,,,,
59b41636b55f47f78ac1c0ab092e76a0,,,,,,126.0,Male,1997.0,High school,Contract worker,,
59b41636b55f47f78ac1c0ab092e76a0,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
59b41636b55f47f78ac1c0ab092e76a0,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
9e821d3f540f4eedaae6ffd3bd102954,Twitter,2022-03-27T04:02:32+00:00,2022-03-27T00:52:43.398462,0.9821,,,,,,,,
9e821d3f540f4eedaae6ffd3bd102954,,,,,,126.0,Male,1997.0,High school,Contract worker,,
9e821d3f540f4eedaae6ffd3bd102954,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
9e821d3f540f4eedaae6ffd3bd102954,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
ecb874b75ec5472fbfe8de2c4e5dae28,ToLD-BR,2020-10-05T14:08:00,2022-02-13T10:35:13.219400,0.9022,,,,,,,,
ecb874b75ec5472fbfe8de2c4e5dae28,,,,,,126.0,Male,1997.0,High school,Contract worker,,
ecb874b75ec5472fbfe8de2c4e5dae28,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
ecb874b75ec5472fbfe8de2c4e5dae28,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
5998c945d52f4755bb721733dbf37076,YouTube,2020-05-04T11:21:29,2022-04-08T08:03:44.134767,0.7335,,,,,,,,
5998c945d52f4755bb721733dbf37076,,,,,,126.0,Male,1997.0,High school,Contract worker,,
5998c945d52f4755bb721733dbf37076,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
5998c945d52f4755bb721733dbf37076,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
c57ebf95e6b04392a88d75c3ef640b4d,Twitter,2022-03-26T16:54:32+00:00,2022-03-27T00:52:43.398462,0.8652,,,,,,,,
c57ebf95e6b04392a88d75c3ef640b4d,,,,,,126.0,Male,1997.0,High school,Contract worker,,
c57ebf95e6b04392a88d75c3ef640b4d,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
c57ebf95e6b04392a88d75c3ef640b4d,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
5466fe962b104078a1291d3a7a5ff947,YouTube,2022-03-26T17:32:19,2022-04-08T08:03:44.134767,0.7124,,,,,,,,
5466fe962b104078a1291d3a7a5ff947,,,,,,126.0,Male,1997.0,High school,Contract worker,,
5466fe962b104078a1291d3a7a5ff947,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
5466fe962b104078a1291d3a7a5ff947,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
a4e509d455e44944a5268d39b7046037,YouTube,2014-11-19T02:19:13,2022-04-08T08:03:44.134767,0.9192,,,,,,,,
a4e509d455e44944a5268d39b7046037,,,,,,126.0,Male,1997.0,High school,Contract worker,,
a4e509d455e44944a5268d39b7046037,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
a4e509d455e44944a5268d39b7046037,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
50d2d11ba12f4aeb93b9d53e2a6dd153,Twitter,2022-03-27T04:38:19+00:00,2022-03-27T00:52:43.398462,0.8004,,,,,,,,
50d2d11ba12f4aeb93b9d53e2a6dd153,,,,,,126.0,Male,1997.0,High school,Contract worker,,
50d2d11ba12f4aeb93b9d53e2a6dd153,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
50d2d11ba12f4aeb93b9d53e2a6dd153,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
70675f12b81b466283d20fb39b4a82c4,Twitter,2022-03-27T03:01:06+00:00,2022-03-27T00:52:43.398462,0.7189,,,,,,,,
70675f12b81b466283d20fb39b4a82c4,,,,,,126.0,Male,1997.0,High school,Contract worker,,
70675f12b81b466283d20fb39b4a82c4,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
70675f12b81b466283d20fb39b4a82c4,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
09fb95ffec8a433d8182959048978a3f,YouTube,2022-03-12T19:01:22,2022-04-08T08:03:44.134767,0.7978,,,,,,,,
09fb95ffec8a433d8182959048978a3f,,,,,,126.0,Male,1997.0,High school,Contract worker,,
09fb95ffec8a433d8182959048978a3f,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
09fb95ffec8a433d8182959048978a3f,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
3cd0ee2e1e9648dba48a4de237ff6617,Twitter,2022-03-27T05:52:14+00:00,2022-03-27T00:52:43.398462,0.9532,,,,,,,,
3cd0ee2e1e9648dba48a4de237ff6617,,,,,,126.0,Male,1997.0,High school,Contract worker,,
3cd0ee2e1e9648dba48a4de237ff6617,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
3cd0ee2e1e9648dba48a4de237ff6617,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
367a811194b14184bce5cb8a00a6f637,Twitter,2022-03-27T04:35:34+00:00,2022-03-27T00:52:43.398462,0.7899,,,,,,,,
367a811194b14184bce5cb8a00a6f637,,,,,,126.0,Male,1997.0,High school,Contract worker,,
367a811194b14184bce5cb8a00a6f637,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
367a811194b14184bce5cb8a00a6f637,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
0e832b78190b4fa6820dc12ec08671ed,YouTube,2021-06-28T21:00:13,2022-04-08T17:22:24.692260,0.7189,,,,,,,,
0e832b78190b4fa6820dc12ec08671ed,,,,,,126.0,Male,1997.0,High school,Contract worker,,
0e832b78190b4fa6820dc12ec08671ed,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
0e832b78190b4fa6820dc12ec08671ed,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
3c8458aa825341b48822a3d9dd62a371,Twitter,2022-03-26T03:12:15+00:00,2022-03-27T00:52:43.398462,0.7168,,,,,,,,
3c8458aa825341b48822a3d9dd62a371,,,,,,126.0,Male,1997.0,High school,Contract worker,,
3c8458aa825341b48822a3d9dd62a371,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
3c8458aa825341b48822a3d9dd62a371,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
e8ce2ccafea143d6878e10946079bd00,YouTube,2020-12-19T07:27:53,2022-04-08T08:03:44.134767,0.7189,,,,,,,,
e8ce2ccafea143d6878e10946079bd00,,,,,,126.0,Male,1997.0,High school,Contract worker,,
e8ce2ccafea143d6878e10946079bd00,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
e8ce2ccafea143d6878e10946079bd00,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
bd98628df4ba4665ae8c40a0fccc2910,Twitter,2022-03-26T23:11:03+00:00,2022-03-27T00:52:43.398462,0.9532,,,,,,,,
bd98628df4ba4665ae8c40a0fccc2910,,,,,,126.0,Male,1997.0,High school,Contract worker,,
bd98628df4ba4665ae8c40a0fccc2910,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
bd98628df4ba4665ae8c40a0fccc2910,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
20ae87896eba430e98682b9107841ccf,YouTube,2022-02-09T01:13:21,2022-04-08T08:03:44.134767,0.8224,,,,,,,,
20ae87896eba430e98682b9107841ccf,,,,,,126.0,Male,1997.0,High school,Contract worker,,
20ae87896eba430e98682b9107841ccf,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
20ae87896eba430e98682b9107841ccf,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
451d8a5e13304568abfb74d564f8653d,Twitter,2022-03-27T04:58:26+00:00,2022-03-27T00:52:43.398462,0.745,,,,,,,,
451d8a5e13304568abfb74d564f8653d,,,,,,126.0,Male,1997.0,High school,Contract worker,,
451d8a5e13304568abfb74d564f8653d,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
451d8a5e13304568abfb74d564f8653d,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
0e43d67caf0e4ddba759f1dc39f669f1,YouTube,2010-08-14T15:21:25,2022-04-08T08:03:44.134767,0.9011,,,,,,,,
0e43d67caf0e4ddba759f1dc39f669f1,,,,,,126.0,Male,1997.0,High school,Contract worker,,
0e43d67caf0e4ddba759f1dc39f669f1,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
0e43d67caf0e4ddba759f1dc39f669f1,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
c414728b3e724b7196c51900df97292a,YouTube,2020-09-28T11:45:29,2022-04-08T08:03:44.134767,0.8224,,,,,,,,
c414728b3e724b7196c51900df97292a,,,,,,126.0,Male,1997.0,High school,Contract worker,,
c414728b3e724b7196c51900df97292a,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
c414728b3e724b7196c51900df97292a,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
40f04ee44d7242c992dfa327ad49c7f3,ToLD-BR,2020-10-05T14:08:00,2022-02-13T10:17:12.776475,0.8605,,,,,,,,
40f04ee44d7242c992dfa327ad49c7f3,,,,,,126.0,Male,1997.0,High school,Contract worker,,
40f04ee44d7242c992dfa327ad49c7f3,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
40f04ee44d7242c992dfa327ad49c7f3,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
c2576f90063b43cbbf4e38f1c8f6c42a,YouTube,2020-09-28T04:33:10,2022-04-08T08:03:44.134767,0.7124,,,,,,,,
c2576f90063b43cbbf4e38f1c8f6c42a,,,,,,126.0,Male,1997.0,High school,Contract worker,,
c2576f90063b43cbbf4e38f1c8f6c42a,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
c2576f90063b43cbbf4e38f1c8f6c42a,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
c6c5929ccd35411d8252bf82f788b8be,YouTube,2022-02-09T01:30:18,2022-04-08T08:03:44.134767,0.8621,,,,,,,,
c6c5929ccd35411d8252bf82f788b8be,,,,,,126.0,Male,1997.0,High school,Contract worker,,
c6c5929ccd35411d8252bf82f788b8be,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
c6c5929ccd35411d8252bf82f788b8be,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
274cdfa2f71e45ebb8ef284dcc0839e7,YouTube,2010-07-27T13:14:09,2022-04-08T08:03:44.134767,0.8605,,,,,,,,
274cdfa2f71e45ebb8ef284dcc0839e7,,,,,,126.0,Male,1997.0,High school,Contract worker,,
274cdfa2f71e45ebb8ef284dcc0839e7,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
274cdfa2f71e45ebb8ef284dcc0839e7,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
041e388dd7e4477289a069160ef0f083,YouTube,2022-02-09T00:25:30,2022-04-08T08:03:44.134767,0.8295,,,,,,,,
041e388dd7e4477289a069160ef0f083,,,,,,126.0,Male,1997.0,High school,Contract worker,,
041e388dd7e4477289a069160ef0f083,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
041e388dd7e4477289a069160ef0f083,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
c4ce5a942ac14817b68d7f5e79585d69,YouTube,2020-05-03T19:45:02,2022-04-08T08:03:44.134767,0.906,,,,,,,,
c4ce5a942ac14817b68d7f5e79585d69,,,,,,126.0,Male,1997.0,High school,Contract worker,,
c4ce5a942ac14817b68d7f5e79585d69,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
c4ce5a942ac14817b68d7f5e79585d69,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
3d85473d1c4b4f86a78159f23d7746b1,YouTube,2021-06-30T22:19:24,2022-04-08T17:22:24.692260,0.9532,,,,,,,,
3d85473d1c4b4f86a78159f23d7746b1,,,,,,126.0,Male,1997.0,High school,Contract worker,,
3d85473d1c4b4f86a78159f23d7746b1,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
3d85473d1c4b4f86a78159f23d7746b1,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
8b7fcf5169084e7b826f8bd7f7f761da,Twitter,2022-03-26T02:56:24+00:00,2022-03-27T00:52:43.398462,0.8224,,,,,,,,
8b7fcf5169084e7b826f8bd7f7f761da,,,,,,126.0,Male,1997.0,High school,Contract worker,,
8b7fcf5169084e7b826f8bd7f7f761da,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
8b7fcf5169084e7b826f8bd7f7f761da,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
d94780334f594382922e668c985b13cc,YouTube,2020-05-04T15:03:17,2022-04-08T08:03:44.134767,0.8004,,,,,,,,
d94780334f594382922e668c985b13cc,,,,,,126.0,Male,1997.0,High school,Contract worker,,
d94780334f594382922e668c985b13cc,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
d94780334f594382922e668c985b13cc,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
91080248cc1c4577b188cbc108facb25,YouTube,2022-03-25T02:54:13,2022-04-08T08:03:44.134767,0.7124,,,,,,,,
91080248cc1c4577b188cbc108facb25,,,,,,126.0,Male,1997.0,High school,Contract worker,,
91080248cc1c4577b188cbc108facb25,,,,,,127.0,Female,1975.0,Master's degree,Contract worker,,
91080248cc1c4577b188cbc108facb25,,,,,,128.0,Female,1992.0,Master's degree,Contract worker,,
637be1404d1943c5a8b459e14ecde9ac,YouTube,2021-05-28T18:11:14,2022-04-08T08:03:44.134767,0.9138,,,,,,,,
637be1404d1943c5a8b459e14ecde9ac,,,,,,126.0,Male,1997.0,High school,Contract worker,,
