"tweet_id","class"
18084370328,"None"
18086309987,"None"
18087143547,"None"
18089615229,"None"
18089677230,"None"
18089972898,"Women"
18090084155,"None"
18090247689,"None"
18090510757,"None"
18090567574,"None"
18090713736,"None"
18091104684,"None"
18091557652,"None"
18092493796,"None"
18092532894,"None"
18092629149,"None"
18144485761,"None"
18144784356,"None"
18144867219,"None"
18146131919,"None"
18146194944,"None"
18146310655,"None"
18146383903,"None"
18146434584,"None"
18146461517,"None"
18146527666,"None"
18146791192,"None"
18147004010,"None"
18147352836,"None"
18147376038,"None"
18147974847,"None"
18149045796,"None"
18150354791,"None"
18151096751,"None"
18151310022,"None"
18152136716,"None"
18152180966,"None"
18152441925,"None"
18152627457,"None"
18153462182,"None"
18153737595,"None"
18153761246,"None"
18153951471,"None"
18153957914,"None"
18154085669,"None"
18155042712,"None"
18155995725,"None"
18160972020,"None"
18161253797,"None"
18161727263,"None"
18162161613,"None"
18164465021,"None"
18166069040,"None"
18166546063,"None"
18166695096,"None"
18167105754,"None"
18167460269,"None"
18167835359,"None"
18168140004,"None"
18168620905,"None"
18168639889,"None"
18170746399,"None"
18171265054,"None"
18171454556,"None"
18171620439,"None"
18171747129,"None"
18172056857,"None"
18172232041,"None"
18172263530,"None"
18172309692,"None"
18172473332,"None"
18172524242,"None"
18172774998,"None"
18172880127,"None"
18238469309,"None"
18238580470,"None"
18239194031,"None"
18239223273,"None"
18240195429,"None"
18240336047,"None"
18240390046,"None"
18240448536,"None"
18244890546,"None"
18280894084,"None"
18281134353,"None"
18281527970,"None"
18282748644,"Women"
18285018778,"None"
18286095435,"None"
18286476444,"None"
18286901112,"None"
18286936576,"None"
18287082403,"None"
18287185733,"None"
18287226957,"None"
18288874366,"None"
18289060224,"None"
18289478853,"None"
18296721796,"None"
18307327380,"None"
18307482580,"None"
18307727532,"None"
18309816473,"None"
18309854350,"None"
18314451882,"None"
18314856422,"None"
18317064452,"None"
18317147192,"None"
18317192274,"None"
18317413448,"None"
18317503112,"None"
18319522775,"None"
18320060341,"None"
18320364788,"None"
18320449488,"None"
18320504599,"None"
18320630866,"None"
18320665232,"None"
18320774047,"None"
18320799771,"None"
18321758739,"None"
18322941588,"None"
18323544708,"None"
18328505383,"None"
18328876817,"None"
18328939637,"None"
18331642945,"None"
18331719933,"None"
18332051060,"None"
18332203586,"None"
18332420338,"None"
18364109595,"None"
18377713667,"None"
18412764650,"None"
18412880650,"None"
18433175937,"None"
18674865710,"None"
18675100025,"Women"
18675160836,"None"
18675620808,"None"
18675966798,"None"
18772746727,"None"
18773322683,"None"
18773559674,"None"
18774038589,"None"
18774644841,"None"
18994149221,"None"
19019550698,"None"
19019576020,"None"
19019603074,"None"
19019666609,"None"
19019738937,"None"
19019828807,"None"
19020009355,"Men"
19254931452,"None"
19255006725,"None"
19255120431,"None"
19256503982,"None"
19257929474,"None"
19371980772,"None"
19372015400,"None"
19669753449,"None"
46276628321538048,"Gays"
46277044077723648,"None"
82612029365551104,"None"
82843663767572480,"None"
82845155723448320,"Women"
82848571279409152,"None"
82853298981449728,"None"
82892110545698816,"Women"
82892231098384384,"None"
82923556656259072,"None"
82923831790018560,"None"
82926893422219264,"Women"
83167110603350016,"None"
83587319386476544,"None"
83816957111042048,"Homofobia"
83817008344473600,"Homofobia"
83817605697241088,"Homofobia"
83818006802743296,"Homofobia"
83818057520267264,"Homofobia"
83818129385472000,"Homofobia"
83818592713453568,"Homofobia"
83818786578378752,"Homofobia"
83819955447009280,"Homofobia"
83820993986039808,"Homofobia"
83821138525954048,"Homofobia"
83821780158005248,"Homofobia"
83941746635051008,"Homofobia"
85406051779870720,"Homofobia"
88442419451936768,"Homofobia"
104772480253698048,"Men; Women"
104772654308917248,"None"
104773570185539584,"None"
104773668231581696,"None"
104773893335687168,"None"
104774026609700864,"Women"
104774277294854144,"Men"
104774593771880448,"Women"
104774758620594176,"None"
104775049172619264,"Women"
104775295583797248,"Women"
104775472356925440,"Women"
104775615525298176,"Women"
104775935122870272,"Women"
104776254133239808,"Women"
104776529854210048,"Women"
104778907609341952,"None"
104786767164608512,"None"
104787047562231808,"Women"
104787556394205184,"None"
104788286907744256,"None"
104789057753718784,"Women"
104789517562691584,"Women"
104789882777513984,"None"
105060702540152832,"None"
105061115842666496,"None"
105061775552155648,"None"
105062319117172736,"Women"
105062825730383872,"Women"
105063355844280320,"Women"
105063756882640896,"Women"
105063999158239232,"Women"
105064407230447616,"Women"
105064768838180864,"Women"
105065441499693056,"Women"
105356240334487552,"Women"
105356481716699136,"None"
252191982129139712,"None"
252192743907024896,"None"
252491119743602688,"None"
252616774258937856,"None"
252618032516575232,"None"
252622566190088192,"None"
253350795658006528,"None"
254311517082755072,"Women"
254321259884732416,"None"
254399925725569024,"Fat women"
257176676268646400,"None"
258771106725511168,"None"
258773849250873344,"None"
258775706727751680,"None"
258778732834213888,"None"
260920354053185536,"None"
260925855637848064,"None"
261682312150917120,"None"
261685266698354688,"None"
261689663373336576,"Nordestines"
261692238382366720,"None"
262093644591427584,"None"
262094332138491904,"None"
262096264114622464,"None"
262100776984391680,"None"
262100872178302976,"None"
262100897071525888,"None"
262100968131407872,"Nordestines"
262101934780067840,"None"
262104650105368576,"None"
262260560488448000,"Nordestines"
262262888838881280,"None"
262264644809396224,"None"
262268444421017600,"None"
262270367123521536,"None"
262271817799049216,"None"
262298774389530624,"None"
262299063154786304,"None"
262329079649406976,"None"
262355117855080448,"None"
262743114232496128,"None"
262768273798610944,"None"
263440407952756736,"None"
263694595223863296,"None"
263695537595887616,"None"
263696468840427520,"None"
265210846551097344,"None"
265248121167175680,"None"
265671493646680064,"None"
265973599746273280,"None"
266635315312201728,"None"
266635894021316608,"None"
266655475590918144,"None"
266656513836343296,"None"
266656784444432384,"Fat women"
266664036471545856,"None"
267776362734030848,"None"
267815560941826048,"None"
268475813874245632,"None"
268503455491059712,"None"
271805181530882048,"Fat people"
272035839872208896,"None"
272036338553991168,"None"
272037615987982336,"None"
273146632999165952,"None"
273147729528639488,"None"
273225406562324480,"None"
273985850197540864,"None"
273987802683826176,"None"
273992590372777984,"None"
274321742187601920,"None"
274323210667950080,"None"
274683924209340416,"None"
276863629750579200,"None"
276866681186447360,"None"
277121542587052032,"Black people"
278276528817713152,"None"
278276633549492224,"None"
278277533064101888,"None"
280359673545240576,"None"
281787619703128064,"None"
283223015884460032,"None"
283761483635109888,"None"
284194959266033664,"None"
284201456549113856,"None"
284378641947836416,"None"
284796162249207808,"None"
289181528125227008,"None"
289182557541629952,"None"
292046141908996096,"None"
296429746542239744,"None"
296432432029245440,"Nordestines"
296822487042387968,"None"
297081557280231424,"None"
297082434590224384,"None"
297084011992469504,"None"
298208076115374080,"None"
299221347903627264,"None"
299229362950123520,"None"
299229995065282560,"None"
299231033843388416,"None"
299231069385940992,"None"
299231594378579968,"None"
299232331917570048,"None"
299233186188230656,"None"
299241851800674304,"None"
299243999313674240,"Blond women"
299659577996238848,"None"
302256595675541504,"None"
302831331887427584,"None"
303656365363183616,"Lesbians"
304028142580940800,"None"
304029358585163776,"None"
304032369768280064,"None"
305743231247843328,"None"
308792888148500480,"None"
309068243002343424,"None"
309069128075972608,"None"
309076047620632576,"None"
309326303004340224,"None"
309351808738918400,"None"
309366102373314560,"None"
311273783447130112,"Fat women"
311689842851450880,"None"
311693232834752512,"Disabled people"
311929432002686976,"None"
311943754829402112,"None"
311980861996298240,"None"
312022587045724160,"None"
312358768287555584,"None"
312362758156980224,"None"
312386889267154944,"None"
312389225955852288,"None"
312661426932174848,"None"
312983388694925312,"None"
313003972258566144,"Disabled people"
313013355478663168,"None"
313468814211813376,"None"
313479019242864640,"None"
313823696957607936,"None"
313828644965474304,"None"
313829187968450560,"None"
313839692414058496,"None"
313844464634445824,"None"
314223586837663744,"None"
314883009943834624,"None"
314886972617404416,"None"
314896081228021760,"None"
314902135324147712,"None"
314931779331051520,"None"
315269522301001728,"Homeless"
315305578392088576,"None"
315967371007373312,"None"
315973694893719552,"None"
316379219745701888,"None"
316379910400790528,"None"
316715705112338432,"None"
316747322954489856,"None"
316752378948898816,"None"
319307690985787392,"None"
319649649285820416,"None"
319672055454892032,"None"
319899777502416896,"None"
319994336844587008,"None"
319998841543864320,"None"
320356657861369856,"None"
320358223033020416,"None"
320384100219379712,"None"
320405741058007040,"None"
321027194333822976,"None"
321071102585626624,"Lesbians"
323970050371493888,"None"
323986618337865728,"None"
343093926758064128,"Fat people"
347553312796729344,"Disabled people"
347896706735689728,"Gays"
364014071584014336,"None"
365222425752915968,"None"
366950820878643200,"None"
405320675918741504,"Criminals"
406144407079895040,"None"
410912697023094784,"None"
421245796588478464,"None"
422405416136757248,"None"
422408656861528064,"Women"
425446492271169536,"None"
428345353143091200,"None"
428353596313595904,"None"
435122252993282048,"None"
440976016895266816,"Homeless women"
450813108425359360,"None"
450820119510667264,"Black people"
486325717979111424,"Women"
556235181091463168,"Racism"
556235675071438848,"None"
556237967849947136,"Racism"
556238045713006592,"Black people"
556238493727596544,"None"
556239896101543936,"None"
556250070237327360,"Black people"
556447089803419648,"None"
556474316196679680,"Black people"
556475504635949056,"None"
556478988290621440,"Racism"
556481419154046976,"Black Women"
556484285113585664,"Racism"
556498422061342720,"Racism"
556521182791729152,"None"
556522182743171072,"None"
556523813756997632,"None"
556531168058015744,"None"
556629430496657408,"Fat women"
556631216062230528,"None"
556632280643694592,"None"
556633783051776000,"None"
556634715567194112,"None"
556635334642266112,"None"
556636822949072896,"None"
556651115438407680,"Black people"
556777322184192000,"None"
556912238817443840,"Black Women"
556917128402853888,"Racism"
556918509490683904,"Black people"
556939719473651712,"Black people"
556940936186699776,"None"
556951322298449920,"Racism"
556962857498456064,"None"
556965685671526400,"Women"
556970759835643904,"None"
556971702920699904,"None"
556994759445983232,"None"
557004492328435712,"Black people"
557005810102829056,"Indigenes"
557006123858141184,"None"
557007242890076160,"Japaneses"
557173985310674944,"None"
557176503415603200,"Black people"
557201644937830400,"Black people"
557203851489849344,"Racism"
557207127891378176,"None"
557217951762636800,"Black people"
557218467565535232,"None"
557218673191305216,"None"
557219444163100672,"None"
557234094682427392,"None"
557237517846859776,"None"
557241775065010176,"Racism"
557241887011405824,"None"
557243840818868224,"None"
557250917746372608,"Black people"
557277178296299520,"None"
557332439673360384,"Racism"
557542211194470400,"None"
557543862437429248,"Racism"
557585021356490752,"Black people"
557590620697796608,"Black people"
557594076330336256,"None"
557597337435262976,"None"
557598033538727936,"None"
557599859134705664,"None"
557603688605556736,"None"
557603887491067904,"None"
557605209627983872,"None"
557643468529729536,"None"
557643599312330752,"None"
557670615659057152,"None"
557671749589155840,"None"
557678262886096896,"None"
557681181790326784,"None"
557681500817473536,"None"
557686044687351808,"None"
557689338604298240,"Black people"
557702788470546432,"None"
557703254596124672,"Black people"
557704115732885504,"None"
557709388904161280,"None"
557709610619260928,"None"
557710851164340224,"None"
557711384767909888,"None"
557712923456729088,"None"
557713951614840832,"None"
557716370516090880,"Black people"
557717022973636608,"None"
557720446872080384,"None"
557721490595266560,"Black people"
557885806988525568,"None"
557886498847346688,"Black people"
557902323570450432,"None"
557909111892082688,"None"
557910215837122560,"None"
557998493357604864,"Black people"
557998956412960768,"None"
557999529765896192,"None"
558000009019674624,"None"
558000892562395136,"None"
558000963097985024,"None"
558001672002473984,"None"
558441282281177088,"None"
558449748043386880,"None"
558451554995699712,"None"
558453985942974464,"None"
558455177397940224,"Black people"
558456952188317696,"None"
558458187528302592,"None"
558458529246613504,"None"
558458929760714752,"None"
558459215933870080,"None"
558459627026001920,"None"
558459858035703808,"None"
558460435989815296,"None"
558461134106550272,"None"
558465674432237568,"None"
558466893267615744,"Black people"
558467462820544512,"Racism"
558467781264691200,"Black people"
558468197821997056,"None"
558468439543910400,"None"
558845392125964288,"Black Women"
558847472144220160,"None"
558850669466357760,"Black people"
558857610443513856,"None"
558859132363870208,"None"
558982615580307456,"Racism"
559012311034523648,"None"
559022996091076608,"None"
559181219624402944,"None"
559181641508466688,"Black Women"
559181761943699456,"None"
559183637389000704,"None"
559190852388802560,"None"
559194096846536704,"None"
559194948655153152,"None"
559196061114597376,"None"
559342447172788224,"None"
559402074384109568,"None"
559404193514258432,"Black Women"
559408446286872576,"None"
559409259730194432,"None"
559730087797719040,"None"
559732953216192512,"None"
559743153054711808,"None"
559744159159164928,"None"
559744605567320064,"None"
559745043284885504,"Black people"
559745726121775104,"None"
559746102363430912,"None"
559746323885592576,"None"
559746938934161408,"None"
559747724795736064,"None"
559748287063154688,"None"
559750287641313280,"None"
559750580303060992,"None"
559750975117078528,"None"
559751725654216704,"Women"
559752135072829440,"None"
560841890602692608,"None"
577373738645204992,"None"
577377523023159296,"None"
577426240224825344,"None"
577427014417776640,"None"
577427191098699776,"None"
577429912841236480,"None"
577430961048166400,"None"
577441443964420096,"None"
577668556264980480,"None"
577671025359466496,"Women"
580924587938041856,"None"
586374471092547584,"None"
611908492941787136,"None"
611911274449006592,"Racism"
651004487184850944,"Homofobia"
651007024352899072,"None"
667729593823076352,"None"
667733862500421632,"None"
673563136155385856,"Black people"
707194453400883200,"None"
707550644190715904,"None"
707564446714105856,"Women"
707565470799544320,"Women"
707590454649491456,"None"
707629944088694784,"None"
708108880006483968,"None"
708403805914841088,"None"
708414806001377280,"None"
710239471120355328,"None"
721366531549052928,"None"
721366733777453056,"None"
721465583057969152,"None"
721755113946279936,"None"
721756404537761792,"None"
721758274505281536,"None"
721759185671753728,"None"
721759314369781760,"None"
721762393517387776,"None"
721837950607192064,"None"
721849607614033920,"None"
721849908534317056,"None"
721855781604352000,"None"
721857309727715328,"Criminals"
721858214036381696,"None"
721867145299259392,"None"
721869484571631616,"None"
721881742416744448,"None"
721883903577964544,"None"
722061511393456128,"None"
722063800892055552,"Criminals"
722066072736788480,"Gays"
722086818624204800,"None"
722256084795277312,"None"
722467749918875648,"None"
722468000167804928,"None"
722481452668088320,"None"
722893945928220672,"None"
722991516835319808,"None"
722992427393552384,"None"
723205301097369600,"Men"
723325291771375616,"None"
723997836581441536,"None"
723998004710105088,"None"
724007772568870912,"None"
724302532655341568,"None"
724659252552298496,"None"
724659302863101952,"None"
724659421146681344,"None"
724671486003417088,"Racism"
724677190714023936,"None"
724679429490913280,"Women"
724805902591778816,"None"
724806314954776576,"None"
724806409821511680,"None"
724988748329553920,"None"
724989076856803328,"None"
725009233255763968,"None"
725036150642073600,"Left wing ideology"
725039425999220736,"Racism"
725129103003766784,"None"
725326993831661568,"None"
725709447625117696,"None"
725727571501969408,"None"
725743998061654016,"Gays"
726594354744315904,"None"
727507337653706752,"None"
727567053440307200,"None"
728237401705951232,"None"
728347545127276544,"None"
729150947402862592,"None"
729360077421940736,"Aborting women"
729360604327227392,"Women"
729732809561083904,"None"
729733472290484224,"None"
729739497483702272,"None"
730143173985632256,"None"
730144291729887232,"None"
730199334248173568,"None"
730481335345815552,"None"
730590256261660672,"None"
730784584099606528,"None"
730785429679656960,"None"
730786163125039104,"None"
730787094252142592,"None"
730795454481481728,"None"
730796380109844480,"Women; Black people"
730822297645383680,"None"
731232322150912000,"None"
732572728616747008,"None"
732575771089375232,"None"
732992398888972288,"None"
733359556877750272,"None"
733367002086117376,"None"
733485998412292096,"None"
734153751829852160,"Transsexuals"
734773991517360128,"None"
734786016125550592,"None"
734873722482483200,"None"
735245852487385088,"None"
735248222776594432,"None"
735308465304928256,"Homofobia"
735497399490256896,"None"
736221600111034368,"None"
736847331677593600,"None"
736847612100419584,"None"
736847773300097024,"None"
736848187374350336,"None"
736938143262343168,"None"
737208712121724928,"None"
737209196307943424,"None"
737210061836034048,"None"
737444437756874752,"Criminals"
737502089333473280,"None"
737723404112044032,"None"
737741718783721472,"Homofobia"
737867429653688320,"None"
738009958994825216,"None"
738050836530638848,"None"
738074945809481728,"Women"
738188419457810432,"Gays"
738227619037106176,"Homofobia"
738432292666941440,"None"
738760113834610688,"None"
738838251872653312,"None"
739139244464197632,"None"
739217241460383744,"Homofobia"
740623338905735168,"None"
740930815949996032,"None"
740932534209548288,"None"
740967996038995968,"None"
740980485036314624,"None"
741386834299748352,"Latins"
741749762676928512,"None"
741833813546913792,"None"
741965850698260480,"None"
742295745911492608,"None"
742350152246120448,"None"
742383187666608128,"None"
742416894628614144,"None"
742424285545943040,"None"
742474317888401408,"None"
742825543733809152,"None"
742841997346607104,"None"
742915785237143552,"None"
743142840839118848,"Homofobia"
744027428411088896,"None"
744806246499246080,"None"
745388930175012864,"None"
745398153642377216,"None"
745795862744412160,"None"
745796504561025024,"Racism"
746474524103839744,"None"
747148239057657856,"None"
747238732177244160,"None"
747490565617516544,"Women"
748270565572612096,"None"
749582482324983808,"None"
749881371896717312,"None"
749881720502181888,"None"
749881945853665280,"None"
751934859589849088,"None"
751935161885921280,"None"
752503647997747200,"None"
752503994258427904,"Trans women"
752504040383283200,"None"
753264494730772480,"Women"
753978103421165568,"None"
754259165783138304,"None"
754262875414331392,"None"
755510148035145728,"None"
755510613334515712,"None"
757262876222586880,"Criminals"
757263025736916992,"None"
758723241087275008,"None"
758724485285552128,"None"
759172654389727232,"None"
759445336121348096,"None"
759446604294291456,"None"
759446654965706752,"None"
760125008308015104,"None"
760623298120220672,"None"
760623846001180672,"None"
760967296248647680,"Islamists"
761009644739391488,"None"
761209486652628992,"None"
761261316136894464,"None"
761712528997097472,"None"
761712777698435072,"None"
761717563378307072,"None"
761717684006510592,"None"
761717770795028480,"None"
761718919140966400,"None"
761719595589853184,"Left wing ideology"
763825844708139008,"None"
763917581069590528,"None"
763918124601094144,"None"
764487290928390144,"None"
765725484265181184,"None"
765726561123307520,"None"
765728307509854208,"None"
765729917447311360,"None"
766282214254469120,"Poor people"
766282250690371584,"None"
766759400816115712,"None"
767113960986386432,"None"
769298656998678528,"Left wing ideology"
770308786628227072,"None"
771053328532897792,"None"
771081255223959552,"None"
771082155485265920,"Fat women; Old women"
772798573268312064,"None"
774246560502874112,"None"
774246968289812480,"None"
774247030164160512,"None"
774247265871466496,"None"
774247506649681920,"None"
774247806613778432,"None"
775432111956250624,"None"
775456265195708416,"Women"
775506013348892672,"Women"
775506483505143808,"None"
775514727170572288,"Women"
775760885264637952,"None"
776169061650661376,"None"
777311598943805440,"None"
777331126935453696,"None"
777332989760012288,"None"
777334904623366144,"None"
777339583432450048,"Women"
777339965839708160,"Women"
777635687667564544,"None"
777656749788635136,"None"
777659664112680960,"None"
777689918361444352,"None"
778036107007131648,"None"
778037999594602496,"None"
778086911814557696,"None"
778090273276649472,"None"
778272155276611584,"None"
778273133337903104,"Women"
778277213565251584,"None"
778285112723210240,"None"
778289694912151552,"None"
778295869313576960,"Women"
778360218119995392,"None"
778412224595562496,"None"
778416040455856128,"None"
778437346194624512,"Women"
778437810940473344,"None"
778443504330551296,"None"
778447492371263488,"None"
778815128519127040,"None"
778980528607399936,"None"
778983647751860224,"None"
779041631664279552,"None"
779041741336940544,"None"
779192372936794112,"Gays"
779338507047362560,"None"
779538587222155264,"None"
779541140722843648,"None"
779542920974176256,"None"
779543107360677888,"Women"
779762699169370112,"None"
779763011414351872,"None"
779764378853859328,"Women"
779764813157298176,"Black people"
779766024568655872,"None"
779766157100322816,"None"
779767493883727872,"Women"
779768894991003648,"None"
779784698004406272,"None"
779792547845644288,"Men; Women; Gays"
779793172776050688,"Women"
779800453102075904,"None"
779842023683743744,"Women"
779873096249507840,"Women"
780204400203694080,"None"
780218353940099072,"None"
780233349449277440,"Gays"
780235217428684800,"Women"
780265797876940800,"Women"
780573909766856704,"None"
780596780757114880,"Women"
780602662660308992,"None"
780612513851473920,"None"
780627417626976256,"None"
780834809706864640,"None"
780885032252628992,"None"
780887752569131008,"None"
780890512391827456,"None"
781158849474600960,"Aborting women"
781211562983948288,"None"
781226590223163392,"None"
781252866929520640,"None"
781253055639683072,"None"
781262505255534592,"None"
781317848056655872,"None"
781355173415362560,"Gays"
781355492962627584,"None"
781362002031734784,"None"
781653477923622912,"None"
781727875464650752,"None"
782028178848157696,"None"
782668240891809792,"None"
782741306632183808,"None"
782770715078565888,"Women"
783050346902020096,"None"
783092141157392384,"None"
783102228718575616,"Women"
783115789092130816,"Women"
783125550894354432,"None"
783146766011142144,"None"
783351403267756032,"None"
783351666321915904,"Left wing ideology"
783351936208637952,"None"
783353707035361280,"None"
783368709641494528,"None"
783751255692902400,"None"
783834587466231808,"None"
785299463753633792,"None"
785957248577089536,"None"
786274023885905920,"None"
786364509900435456,"None"
786365559671848960,"Men"
786366345734750208,"Men"
786383583422414848,"None"
786386562292539392,"None"
786386839536070656,"None"
786410120804728832,"None"
786410675883110400,"None"
786416650434273280,"None"
786420027838914560,"None"
786506683648450560,"None"
786507404301176832,"None"
786515834323685376,"None"
786517807227740160,"None"
786669474212708352,"Women"
786730565592551424,"None"
786774560737792000,"None"
787019229551812608,"None"
787019929442742272,"None"
787026807165968384,"Women"
787060075970043904,"None"
787771009252360192,"None"
788034634902802432,"None"
788035518760189952,"Women"
788035631863791616,"None"
788036718398177280,"Homofobia"
788177052897841152,"Women"
788544251198050304,"None"
788760301437149184,"None"
788768047062548480,"None"
789131220504440832,"None"
789243308996456448,"None"
789243671770173440,"Women"
789262756327354368,"None"
789264159217254400,"None"
789264655210450944,"None"
789266473474789376,"Women"
789270568591851520,"None"
789958271671103488,"None"
789958452391051264,"None"
789958863097360384,"None"
789959069968830464,"None"
789959423783469056,"None"
789959475390193664,"None"
790018960158781440,"None"
790019152064962560,"None"
790243354613252096,"None"
790254261477249024,"Women"
790265242366410752,"None"
790284414060204032,"None"
790356965847363584,"Women"
790377983722659840,"None"
790382076574957568,"None"
790385177809788928,"None"
791001738132226048,"None"
791273539684954112,"None"
791284461107290112,"None"
792147324889927680,"None"
792147525121826816,"None"
792851652885811200,"None"
792852854943911936,"None"
792853746002845696,"None"
792866835054137344,"None"
792869288327741440,"None"
792869745653587968,"None"
792873769643704320,"None"
792874446663086080,"None"
792897763059109888,"None"
793023606569730048,"None"
793023819598487552,"None"
793080482703499264,"None"
793466213825388544,"None"
793467029999222784,"None"
793468166714384384,"Criminals"
794162033583390720,"Left wing ideology"
794163537648250880,"None"
794163654690279424,"None"
794214550409281536,"None"
794239685472161792,"Islamists"
794315465137016832,"None"
794697550561427456,"None"
794698041034940416,"None"
794708322503053312,"None"
795086517471481856,"Men; Women"
795103327604371456,"None"
795280525682479104,"Women"
795312273040568320,"None"
795324605292539904,"Women"
795365840891867136,"None"
795429303701925888,"None"
795568924699959296,"None"
796341698624364544,"Latins"
796341974588620800,"Latins"
796342651553513472,"None"
796343184208953344,"Latins"
796346019806146560,"None"
796353867290185728,"None"
796357973253754880,"None"
796359844513071104,"None"
796360736570277888,"None"
796366689294127104,"None"
796371329662455808,"Mexicans"
796372067406979072,"None"
796372885027823616,"None"
796373162665672704,"None"
796377123795529728,"None"
796530663751122944,"None"
796531810742272000,"None"
796843010470400000,"None"
796857126400520192,"None"
796868404204474368,"Argentines"
796868666654687232,"Women"
796882425989267456,"None"
796882975208144896,"None"
796883299604066304,"None"
797061523562754048,"None"
797406368412135424,"None"
797406980558258176,"None"
797407666582781952,"None"
797407737361600512,"None"
797573448247758848,"None"
797573980894953472,"None"
797577100089757696,"None"
797610067948404736,"Women"
797611737306439680,"Men"
797835148775616512,"None"
798190414289195008,"None"
798190442093260800,"None"
798221687728705536,"None"
798248157985521664,"None"
798284188126511104,"None"
798452423828369408,"None"
798589317216161792,"None"
798987782806867968,"None"
798998204150792192,"None"
798998446011219968,"None"
799430462812913664,"Women"
799615379681198080,"None"
800486141090758656,"None"
800486722765201408,"None"
801189460461268992,"Women"
801246180655013888,"None"
801435170939269120,"None"
801435548980224000,"None"
801806545046663168,"None"
801942789567156224,"None"
801989863578931200,"None"
802128658425122816,"None"
803000515864985600,"None"
803019948771508224,"None"
803677732710166528,"None"
804011428717862912,"None"
805183927946199040,"None"
805422308064186368,"None"
805892277772095488,"None"
805892369757405184,"None"
805892465995681792,"None"
805903861210906624,"Gays"
806497431659614208,"Refugees"
806497608076328960,"None"
806830795860086784,"None"
807554214184550400,"None"
808060090456637440,"None"
808069662206464000,"Gays"
809207973365121024,"None"
809208070630998016,"None"
809829417853796352,"None"
809839454630412288,"None"
810613656614555648,"None"
810677658984083456,"Women"
810679121743384576,"None"
810839724004884480,"None"
810839917685276672,"None"
810998043474595840,"None"
811014079351492608,"None"
811179924438519808,"Islamists"
811180018810449920,"Islamists"
811341850350997504,"None"
811508777996390400,"None"
811604092414001152,"None"
811880418958053376,"None"
811891215058829312,"None"
811982670276284416,"None"
812042293767245824,"None"
812043279235743744,"None"
812043411666731008,"None"
812635330671165440,"None"
813754860365553664,"None"
814174590096338944,"None"
814174725853343744,"None"
814580590955659264,"None"
816675717224263680,"None"
816710303656321024,"None"
816773768756465664,"None"
816982545250324480,"None"
817082232439537664,"None"
817082817104543744,"None"
817192383901298688,"None"
817316868876812288,"None"
817373913730744320,"None"
817426250629349376,"None"
817803476264742912,"None"
